"SpecimenCode","XID","CollectionCode","Site","Tree","Tray","DateCollected","Class","Order","Family","SpeciesCode","Genus","species","trophic","Origin","Stage","Lengthmm","Abundance","IND_BIOM"
"0023-023",134,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Coleoptera","Carabidae","blacfrau","Blackburnia","fraudator","P","endemic","adult",".",1,3.088
"0023-024",135,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Coleoptera","Carabidae","blacchel","Blackburnia","cheloniceps","P","endemic","adult",".",1,4.748
"0023-026",136,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Coleoptera","Carabidae","mecyocul","Mecyclothorax","oculatus","P","endemic","immature","4",1,0.3193
"0023-027",137,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Coleoptera","Carabidae","mecymolo","Mecyclothorax","molokiae","P","endemic","immature","4",1,0.3193
"0023-028",138,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Coleoptera","Carabidae","blacfrau","Blackburnia","fraudator","P","endemic","immature","5",1,0.4697
"0024-001",139,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Heteroptera","Lygaeidae","nysinemo","Nysius","nemorivagus","H","endemic","adult","4",1,0.6562
"0024-001",139,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Heteroptera","Lygaeidae","nysinemo","Nysius","nemorivagus","H","endemic","adult","4",1,0.6562
"0024-001",139,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Heteroptera","Lygaeidae","nysinemo","Nysius","nemorivagus","H","endemic","adult","4",1,0.6562
"0024-002",140,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Heteroptera","Miridae","pseusmo1","Pseudoclerada","sp_MO1","U","endemic","adult","4",1,0.7949
"0024-002",140,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Heteroptera","Miridae","pseusmo1","Pseudoclerada","sp_MO1","U","endemic","adult","4",1,0.7949
"0024-003",141,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Heteroptera","Miridae","pseusmo1","Pseudoclerada","sp_MO1","U","endemic","adult","5",1,1.3333
"0024-003",141,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Heteroptera","Miridae","pseusmo1","Pseudoclerada","sp_MO1","U","endemic","adult","5",1,1.3333
"0024-003",141,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Heteroptera","Miridae","pseusmo1","Pseudoclerada","sp_MO1","U","endemic","adult","5",1,1.3333
"0024-004",142,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Heteroptera","Miridae","koanhawa","Koanoa","hawaiiensis","H","endemic","adult","2",1,0.1594
"0024-004",142,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Heteroptera","Miridae","koanhawa","Koanoa","hawaiiensis","H","endemic","adult","2",1,0.1594
"0024-005",143,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","adult","3",1,0.408
"0024-006",144,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","immature","2",1,0.1594
"0025-001",145,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Coleoptera","Nitidulidae","nesolati","Nesopeplus","latiusculus","D","endemic","adult",".",1,0.213
"0026-001",146,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","D","endemic","adult","2",1,0.091
"0026-002",147,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult","2",1,0.091
"0026-003",148,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Diptera","Limoniidae","dicrsppu","Dicranomyia","spp_(larvae)","D","endemic","immature","8",1,1.0591
"0026-003",148,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Diptera","Limoniidae","dicrsppu","Dicranomyia","spp_(larvae)","D","endemic","immature","8",1,1.0591
"0026-004",149,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Diptera","Limoniidae","dicrsppu","Dicranomyia","spp_(larvae)","D","endemic","immature","5",1,0.4697
"0026-004",149,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Diptera","Limoniidae","dicrsppu","Dicranomyia","spp_(larvae)","D","endemic","immature","5",1,0.4697
"0026-005",150,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Diptera","Dolichopodidae","eurynsp2","Eurynogaster","n_sp_2","P","endemic","adult","3",1,0.2584
"0026-005",150,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Diptera","Dolichopodidae","eurynsp2","Eurynogaster","n_sp_2","P","endemic","adult","3",1,0.2584
"0026-005",150,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Diptera","Dolichopodidae","eurynsp2","Eurynogaster","n_sp_2","P","endemic","adult","3",1,0.2584
"0026-006",151,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Diptera","Drosophilidae","drosmolo","Drosophila","molokaiensis","D","endemic","adult","2",1,0.091
"0026-006",151,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Diptera","Drosophilidae","drosmolo","Drosophila","molokaiensis","D","endemic","adult","2",1,0.091
"0026-006",151,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Diptera","Drosophilidae","drosmolo","Drosophila","molokaiensis","D","endemic","adult","2",1,0.091
"0026-007",152,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Diptera","Drosophilidae","scaplong","Scaptomyza","longipecten","D","endemic","adult","2",1,0.091
"0026-008",153,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Diptera","Dolichopodidae","campbryo","Campsicnemus","bryophilus","P","endemic","adult","2",1,0.091
"0026-009",154,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Diptera","Drosophilidae","scaplong","Scaptomyza","longipecten","D","endemic","adult","2",1,0.0962
"0026-010",155,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Diptera","Drosophilidae","drospauc","Drosophila","paucitarsus","D","endemic","adult","2",1,0.0962
"0027-001",156,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Homoptera","Delphacidae","leialehu","Leialoha","lehuae","H","endemic","immature","3",1,0.4289
"0027-001",156,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Homoptera","Delphacidae","leialehu","Leialoha","lehuae","H","endemic","immature","3",1,0.4289
"0027-001",156,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Homoptera","Delphacidae","leialehu","Leialoha","lehuae","H","endemic","immature","3",1,0.4289
"0027-002",157,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Homoptera","Delphacidae","leialehu","Leialoha","lehuae","H","endemic","immature","2",1,0.1399
"0028-001",158,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Hymenoptera","Mymaridae","polywaik","Polynema","n_sp_\"waikamoiense\"","P","endemic","adult","1",1,0.0139
"0028-002",159,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Hymenoptera","Dryinidae","dicoperk","Dicondylus","perkinsi","P","endemic","adult","2",1,0.0725
"0028-003",160,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Hymenoptera","Dryinidae","dicoperk","Dicondylus","perkinsi","P","endemic","adult","3",1,0.1905
"0028-004",161,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Hymenoptera","Bethylidae","sierspuM","Sierola","sp_M","P","endemic","adult","2",1,0.0139
"0028-005",162,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Hymenoptera","Bethylidae","sierspuK","Sierola","sp_K","P","endemic","adult","2",1,0.0725
"0028-006",163,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Hymenoptera","Bethylidae","sierspuI","Sierola","sp_I","P","endemic","adult","2",1,0.0725
"0028-007",164,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Hymenoptera","Pteromalidae","toxenubi","Toxeuma","nubilipennis","P","endemic","adult","1",1,0.0725
"0029-001",165,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","immature","2",1,0.0565
"0029-002",166,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","immature","3",1,0.1677
"0029-002",166,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","immature","3",1,0.1677
"0029-002",166,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","immature","3",1,0.1677
"0029-002",166,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","immature","3",1,0.1677
"0029-002",166,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","immature","3",1,0.1677
"0029-002",166,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","immature","3",1,0.1677
"0029-002",166,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","immature","3",1,0.1677
"0029-002",166,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","immature","3",1,0.1677
"0029-002",166,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","immature","3",1,0.1677
"0029-002",166,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","immature","3",1,0.1677
"0029-002",166,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","immature","3",1,0.1677
"0029-003",167,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","immature","4",1,0.3628
"0029-003",167,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","immature","4",1,0.3628
"0029-003",167,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","immature","4",1,0.3628
"0029-003",167,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","immature","4",1,0.3628
"0029-003",167,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","immature","4",1,0.3628
"0029-003",167,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","immature","4",1,0.3628
"0029-003",167,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","immature","4",1,0.3628
"0029-003",167,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","immature","4",1,0.3628
"0029-004",168,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","5",1,0.66
"0029-004",168,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","5",1,0.66
"0029-004",168,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","5",1,0.66
"0029-004",168,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","5",1,0.66
"0029-004",168,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","5",1,0.66
"0029-004",168,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","5",1,0.66
"0029-004",168,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","5",1,0.66
"0029-004",168,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","5",1,0.66
"0029-005",169,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","6",1,1.0763
"0029-006",170,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","7",1,1.6273
"0029-006",170,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","7",1,1.6273
"0029-006",170,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","7",1,1.6273
"0029-006",170,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","7",1,1.6273
"0029-006",170,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","7",1,1.6273
"0029-006",170,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","7",1,1.6273
"0029-007",171,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","8",1,2.3281
"0029-007",171,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","8",1,2.3281
"0029-007",171,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","8",1,2.3281
"0029-007",171,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","8",1,2.3281
"0029-007",171,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","8",1,2.3281
"0029-007",171,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","8",1,2.3281
"0029-008",172,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","9",1,3.193
"0029-008",172,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","9",1,3.193
"0029-008",172,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","9",1,3.193
"0029-008",172,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","9",1,3.193
"0029-008",172,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","9",1,3.193
"0029-009",173,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","10",1,4.2356
"0029-009",173,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","10",1,4.2356
"0029-010",174,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","11",1,5.4693
"0029-010",174,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","11",1,5.4693
"0029-010",174,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","11",1,5.4693
"0029-011",175,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","12",1,6.9069
"0029-011",175,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","12",1,6.9069
"0029-011",175,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","12",1,6.9069
"0029-012",176,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Lepidoptera","Geometridae","scotjs15","Scotorythra","larval sp_15","H","endemic","immature","16",1,3.5134
"0029-013",177,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Lepidoptera","Geometridae","scotjsu7","Scotorythra","larval sp_7","H","endemic","immature","7",1,0.8407
"0029-014",178,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Lepidoptera","Geometridae","scotjsu7","Scotorythra","larval sp_7","H","endemic","immature","6",1,0.6439
"0029-015",179,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Lepidoptera","Geometridae","scotjsu1","Scotorythra","larval sp_1","H","endemic","immature","5",1,0.4697
"0029-016",180,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Lepidoptera","Geometridae","scotjsu1","Scotorythra","larval sp_1","H","endemic","immature","4",1,0.3193
"0029-016",180,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Lepidoptera","Geometridae","scotjsu1","Scotorythra","larval sp_1","H","endemic","immature","4",1,0.3193
"0029-017",181,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Lepidoptera","Geometridae","scotjsu1","Scotorythra","larval sp_1","H","endemic","immature","3",1,0.1941
"0029-018",182,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Isopoda","Porcellionidae","porcscab","Porcellio","scaber","D","adventive","adult","4",1,0.7082
"0029-019",183,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Isopoda","Philosciidae","austsoci","Australophiloscia","societatis","D","indigenous","adult","2",1,0.1038
"0029-019",183,"MO9700-2","MO",0,2,"10/22/1997","Malacostraca","Isopoda","Philosciidae","austsoci","Australophiloscia","societatis","D","indigenous","adult","2",1,0.1038
"0029-020",184,"MO9700-2","MO",0,2,"10/22/1997","Chilopoda","CHILOP","CHILOP","chilspu1","Chilopoda_g","sp_1","P","undetermined","immature","7",1,0.8407
"0029-021",185,"MO9700-2","MO",0,2,"10/22/1997","Insecta","Lepidoptera","Geometridae","scotjsu7","Scotorythra","larval sp_7","H","endemic","immature","3",1,0.1941
"0031-001",186,"MO9700-4","MO",0,4,"10/22/1997","Insecta","Coleoptera","Staphylinidae","oligspu1","Oligota","sp_1","P","endemic","adult","1",1,0.038
"0031-002",187,"MO9700-4","MO",0,4,"10/22/1997","Insecta","Coleoptera","Ciidae","cisporc","Cis","porcatus","D","endemic","adult",".",1,0.1238
"0031-003",188,"MO9700-4","MO",0,4,"10/22/1997","Insecta","Coleoptera","Ciidae","cisporc","Cis","porcatus","D","endemic","adult",".",1,0.1238
"0031-004",189,"MO9700-4","MO",0,4,"10/22/1997","Insecta","Coleoptera","Coccinellidae","halmchal","Halmus","chalybeus","P","intentional introduction","immature","3",1,0.1941
"0031-004",189,"MO9700-4","MO",0,4,"10/22/1997","Insecta","Coleoptera","Coccinellidae","halmchal","Halmus","chalybeus","P","intentional introduction","immature","3",1,0.1941
"0031-004",189,"MO9700-4","MO",0,4,"10/22/1997","Insecta","Coleoptera","Coccinellidae","halmchal","Halmus","chalybeus","P","intentional introduction","immature","3",1,0.1941
"0031-004",189,"MO9700-4","MO",0,4,"10/22/1997","Insecta","Coleoptera","Coccinellidae","halmchal","Halmus","chalybeus","P","intentional introduction","immature","3",1,0.1941
"0031-004",189,"MO9700-4","MO",0,4,"10/22/1997","Insecta","Coleoptera","Coccinellidae","halmchal","Halmus","chalybeus","P","intentional introduction","immature","3",1,0.1941
"0031-005",190,"MO9700-4","MO",0,4,"10/22/1997","Insecta","Coleoptera","Aglycyderidae","protsu11","Proterhinus","sp_11","D","endemic","adult",".",1,0.584
"0031-006",191,"MO9700-4","MO",0,4,"10/22/1997","Insecta","Coleoptera","Aglycyderidae","protspu9","Proterhinus","sp_9","D","endemic","adult",".",1,0.26
"0031-007",192,"MO9700-4","MO",0,4,"10/22/1997","Insecta","Coleoptera","Aglycyderidae","protsu10","Proterhinus","sp_10","D","endemic","adult",".",1,1.005
"0031-008",193,"MO9700-4","MO",0,4,"10/22/1997","Insecta","Coleoptera","Aglycyderidae","protsu11","Proterhinus","sp_11","D","endemic","adult",".",1,0.584
"0031-009",194,"MO9700-4","MO",0,4,"10/22/1997","Insecta","Coleoptera","Aglycyderidae","protsu13","Proterhinus","sp_13","D","endemic","adult",".",1,0.305
"0031-010",195,"MO9700-4","MO",0,4,"10/22/1997","Insecta","Coleoptera","Aglycyderidae","protsu10","Proterhinus","sp_10","D","endemic","adult",".",1,1.005
"0031-011",196,"MO9700-4","MO",0,4,"10/22/1997","Insecta","Coleoptera","Aglycyderidae","protsu10","Proterhinus","sp_10","D","endemic","adult",".",1,1.005
